"","userId","group","itemNo","responseNo","checked"
"859","RZTO","P",9,1,0
"860","RZTO","P",9,2,1
"861","RZTO","P",9,3,0
"862","RZTO","P",9,4,0
"863","RZTO","P",9,5,0
"864","RZTO","P",9,6,0
"865","WEHV","C",1,1,0
"866","WEHV","C",1,2,0
"867","WEHV","C",1,3,0
"868","WEHV","C",1,4,0
"869","WEHV","C",1,5,0
"870","WEHV","C",1,6,1
"871","WEHV","C",2,1,1
"872","WEHV","C",2,2,1
"873","WEHV","C",2,3,1
"874","WEHV","C",2,4,1
"875","WEHV","C",2,5,1
"876","WEHV","C",2,6,0
"877","WEHV","C",3,1,0
"878","WEHV","C",3,2,0
"879","WEHV","C",3,3,0
"880","WEHV","C",3,4,0
"881","WEHV","C",3,5,0
"882","WEHV","C",3,6,1
"883","WEHV","C",4,1,1
"884","WEHV","C",4,2,0
"885","WEHV","C",4,3,0
"886","WEHV","C",4,4,0
"887","WEHV","C",4,5,0
"888","WEHV","C",4,6,0
"889","WEHV","C",5,1,0
"890","WEHV","C",5,2,0
"891","WEHV","C",5,3,0
"892","WEHV","C",5,4,0
"893","WEHV","C",5,5,1
"894","WEHV","C",5,6,0
"895","WEHV","C",6,1,0
"896","WEHV","C",6,2,0
"897","WEHV","C",6,3,0
"898","WEHV","C",6,4,0
"899","WEHV","C",6,5,1
"900","WEHV","C",6,6,0
"901","WEHV","C",7,1,0
"902","WEHV","C",7,2,0
"903","WEHV","C",7,3,1
"904","WEHV","C",7,4,0
"905","WEHV","C",7,5,0
"906","WEHV","C",7,6,0
"907","WEHV","C",8,1,0
"908","WEHV","C",8,2,0
"909","WEHV","C",8,3,1
"910","WEHV","C",8,4,0
"911","WEHV","C",8,5,0
"912","WEHV","C",8,6,0
"913","WEHV","C",9,1,1
"914","WEHV","C",9,2,0
"915","WEHV","C",9,3,0
"916","WEHV","C",9,4,0
"917","WEHV","C",9,5,0
"918","WEHV","C",9,6,0
"919","SGBD","P",1,1,1
"920","SGBD","P",1,2,1
"921","SGBD","P",1,3,0
"922","SGBD","P",1,4,0
"923","SGBD","P",1,5,1
"924","SGBD","P",1,6,0
"925","SGBD","P",2,1,0
"926","SGBD","P",2,2,0
"927","SGBD","P",2,3,1
"928","SGBD","P",2,4,1
"929","SGBD","P",2,5,0
"930","SGBD","P",2,6,0
"931","SGBD","P",3,1,0
"932","SGBD","P",3,2,0
"933","SGBD","P",3,3,0
"934","SGBD","P",3,4,0
"935","SGBD","P",3,5,1
"936","SGBD","P",3,6,0
"937","SGBD","P",4,1,0
"938","SGBD","P",4,2,0
"939","SGBD","P",4,3,0
"940","SGBD","P",4,4,0
"941","SGBD","P",4,5,1
"942","SGBD","P",4,6,0
"943","SGBD","P",5,1,0
"944","SGBD","P",5,2,0
"945","SGBD","P",5,3,0
"946","SGBD","P",5,4,0
"947","SGBD","P",5,5,1
"948","SGBD","P",5,6,0
"949","SGBD","P",6,1,0
"950","SGBD","P",6,2,0
"951","SGBD","P",6,3,0
"952","SGBD","P",6,4,1
"953","SGBD","P",6,5,0
"954","SGBD","P",6,6,0
"955","SGBD","P",7,1,1
"956","SGBD","P",7,2,0
"957","SGBD","P",7,3,0
"958","SGBD","P",7,4,0
"959","SGBD","P",7,5,0
"960","SGBD","P",7,6,0
"961","SGBD","P",8,1,1
"962","SGBD","P",8,2,0
"963","SGBD","P",8,3,0
"964","SGBD","P",8,4,0
"965","SGBD","P",8,5,0
"966","SGBD","P",8,6,0
"967","SGBD","P",9,1,1
"968","SGBD","P",9,2,0
"969","SGBD","P",9,3,0
"970","SGBD","P",9,4,0
"971","SGBD","P",9,5,0
"972","SGBD","P",9,6,0
"973","FMFS","C",1,1,0
"974","FMFS","C",1,2,1
"975","FMFS","C",1,3,1
"976","FMFS","C",1,4,1
"977","FMFS","C",1,5,0
"978","FMFS","C",1,6,0
"979","FMFS","C",2,1,1
"980","FMFS","C",2,2,0
"981","FMFS","C",2,3,0
"982","FMFS","C",2,4,0
"983","FMFS","C",2,5,1
"984","FMFS","C",2,6,0
"985","FMFS","C",3,1,0
"986","FMFS","C",3,2,0
"987","FMFS","C",3,3,1
"988","FMFS","C",3,4,0
"989","FMFS","C",3,5,0
"990","FMFS","C",3,6,0
"991","FMFS","C",4,1,1
"992","FMFS","C",4,2,0
"993","FMFS","C",4,3,0
"994","FMFS","C",4,4,0
"995","FMFS","C",4,5,0
"996","FMFS","C",4,6,0
"997","FMFS","C",5,1,0
"998","FMFS","C",5,2,0
"999","FMFS","C",5,3,0
"1000","FMFS","C",5,4,0
"1001","FMFS","C",5,5,0
"1002","FMFS","C",5,6,1
"1003","FMFS","C",6,1,0
"1004","FMFS","C",6,2,0
"1005","FMFS","C",6,3,0
"1006","FMFS","C",6,4,1
"1007","FMFS","C",6,5,0
"1008","FMFS","C",6,6,0
"1009","FMFS","C",7,1,0
"1010","FMFS","C",7,2,1
"1011","FMFS","C",7,3,0
"1012","FMFS","C",7,4,0
"1013","FMFS","C",7,5,0
"1014","FMFS","C",7,6,0
"1015","FMFS","C",8,1,0
"1016","FMFS","C",8,2,0
"1017","FMFS","C",8,3,0
"1018","FMFS","C",8,4,0
"1019","FMFS","C",8,5,1
"1020","FMFS","C",8,6,0
"1021","FMFS","C",9,1,0
"1022","FMFS","C",9,2,0
"1023","FMFS","C",9,3,0
"1024","FMFS","C",9,4,0
"1025","FMFS","C",9,5,1
"1026","FMFS","C",9,6,0
"1027","AJNA","P",1,1,0
"1028","AJNA","P",1,2,1
"1029","AJNA","P",1,3,0
"1030","AJNA","P",1,4,1
"1031","AJNA","P",1,5,1
"1032","AJNA","P",1,6,0
"1033","AJNA","P",2,1,1
"1034","AJNA","P",2,2,0
"1035","AJNA","P",2,3,1
"1036","AJNA","P",2,4,0
"1037","AJNA","P",2,5,0
"1038","AJNA","P",2,6,0
"1039","AJNA","P",3,1,0
"1040","AJNA","P",3,2,0
"1041","AJNA","P",3,3,1
"1042","AJNA","P",3,4,0
"1043","AJNA","P",3,5,0
"1044","AJNA","P",3,6,0
"1045","AJNA","P",4,1,0
"1046","AJNA","P",4,2,0
"1047","AJNA","P",4,3,0
"1048","AJNA","P",4,4,1
"1049","AJNA","P",4,5,0
"1050","AJNA","P",4,6,0
"1051","AJNA","P",5,1,0
"1052","AJNA","P",5,2,1
"1053","AJNA","P",5,3,0
"1054","AJNA","P",5,4,0
"1055","AJNA","P",5,5,0
"1056","AJNA","P",5,6,0
"1057","AJNA","P",6,1,0
"1058","AJNA","P",6,2,0
"1059","AJNA","P",6,3,1
"1060","AJNA","P",6,4,0
"1061","AJNA","P",6,5,0
"1062","AJNA","P",6,6,0
"1063","AJNA","P",7,1,0
"1064","AJNA","P",7,2,1
"1065","AJNA","P",7,3,0
"1066","AJNA","P",7,4,0
"1067","AJNA","P",7,5,0
"1068","AJNA","P",7,6,0
"1069","AJNA","P",8,1,0
"1070","AJNA","P",8,2,0
"1071","AJNA","P",8,3,1
"1072","AJNA","P",8,4,0
"1073","AJNA","P",8,5,0
"1074","AJNA","P",8,6,0
"1075","AJNA","P",9,1,0
"1076","AJNA","P",9,2,0
"1077","AJNA","P",9,3,0
"1078","AJNA","P",9,4,1
"1079","AJNA","P",9,5,0
"1080","AJNA","P",9,6,0
"1081","PEJQ","C",1,1,1
"1082","PEJQ","C",1,2,0
"1083","PEJQ","C",1,3,1
"1084","PEJQ","C",1,4,1
"1085","PEJQ","C",1,5,1
"1086","PEJQ","C",1,6,0
"1087","PEJQ","C",2,1,0
"1088","PEJQ","C",2,2,1
"1089","PEJQ","C",2,3,0
"1090","PEJQ","C",2,4,0
"1091","PEJQ","C",2,5,0
"1092","PEJQ","C",2,6,0
"1093","PEJQ","C",3,1,0
"1094","PEJQ","C",3,2,0
"1095","PEJQ","C",3,3,0
"1096","PEJQ","C",3,4,0
"1097","PEJQ","C",3,5,0
"1098","PEJQ","C",3,6,1
"1099","PEJQ","C",4,1,0
"1100","PEJQ","C",4,2,0
"1101","PEJQ","C",4,3,1
"1102","PEJQ","C",4,4,0
"1103","PEJQ","C",4,5,0
"1104","PEJQ","C",4,6,0
"1105","PEJQ","C",5,1,0
"1106","PEJQ","C",5,2,0
"1107","PEJQ","C",5,3,0
"1108","PEJQ","C",5,4,0
"1109","PEJQ","C",5,5,0
"1110","PEJQ","C",5,6,1
"1111","PEJQ","C",6,1,0
"1112","PEJQ","C",6,2,0
"1113","PEJQ","C",6,3,1
"1114","PEJQ","C",6,4,0
"1115","PEJQ","C",6,5,0
"1116","PEJQ","C",6,6,0
"1117","PEJQ","C",7,1,0
"1118","PEJQ","C",7,2,0
"1119","PEJQ","C",7,3,0
"1120","PEJQ","C",7,4,0
"1121","PEJQ","C",7,5,1
"1122","PEJQ","C",7,6,0
"1123","PEJQ","C",8,1,0
"1124","PEJQ","C",8,2,0
"1125","PEJQ","C",8,3,0
"1126","PEJQ","C",8,4,0
"1127","PEJQ","C",8,5,0
"1128","PEJQ","C",8,6,1
"1129","PEJQ","C",9,1,0
"1130","PEJQ","C",9,2,0
"1131","PEJQ","C",9,3,0
"1132","PEJQ","C",9,4,0
"1133","PEJQ","C",9,5,0
"1134","PEJQ","C",9,6,1
"1135","UOGC","P",1,1,0
"1136","UOGC","P",1,2,0
"1137","UOGC","P",1,3,0
"1138","UOGC","P",1,4,1
"1139","UOGC","P",1,5,1
"1140","UOGC","P",1,6,0
"1141","UOGC","P",2,1,1
"1142","UOGC","P",2,2,1
"1143","UOGC","P",2,3,1
"1144","UOGC","P",2,4,0
"1145","UOGC","P",2,5,0
"1146","UOGC","P",2,6,0
"1147","UOGC","P",3,1,0
"1148","UOGC","P",3,2,1
"1149","UOGC","P",3,3,0
"1150","UOGC","P",3,4,0
"1151","UOGC","P",3,5,0
"1152","UOGC","P",3,6,0
"1153","UOGC","P",4,1,0
"1154","UOGC","P",4,2,0
"1155","UOGC","P",4,3,0
"1156","UOGC","P",4,4,0
"1157","UOGC","P",4,5,1
"1158","UOGC","P",4,6,0
"1159","UOGC","P",5,1,0
"1160","UOGC","P",5,2,0
"1161","UOGC","P",5,3,0
"1162","UOGC","P",5,4,0
"1163","UOGC","P",5,5,0
"1164","UOGC","P",5,6,1
"1165","UOGC","P",6,1,0
"1166","UOGC","P",6,2,0
"1167","UOGC","P",6,3,1
"1168","UOGC","P",6,4,0
"1169","UOGC","P",6,5,0
"1170","UOGC","P",6,6,0
"1171","UOGC","P",7,1,1
"1172","UOGC","P",7,2,0
"1173","UOGC","P",7,3,0
"1174","UOGC","P",7,4,0
"1175","UOGC","P",7,5,0
"1176","UOGC","P",7,6,0
"1177","UOGC","P",8,1,0
"1178","UOGC","P",8,2,1
"1179","UOGC","P",8,3,0
"1180","UOGC","P",8,4,0
"1181","UOGC","P",8,5,0
"1182","UOGC","P",8,6,0
"1183","UOGC","P",9,1,0
"1184","UOGC","P",9,2,0
"1185","UOGC","P",9,3,1
"1186","UOGC","P",9,4,0
"1187","UOGC","P",9,5,0
"1188","UOGC","P",9,6,0
"1189","CHRA","C",1,1,0
"1190","CHRA","C",1,2,0
"1191","CHRA","C",1,3,0
"1192","CHRA","C",1,4,0
"1193","CHRA","C",1,5,0
"1194","CHRA","C",1,6,1
"1195","CHRA","C",2,1,1
"1196","CHRA","C",2,2,1
"1197","CHRA","C",2,3,1
"1198","CHRA","C",2,4,1
"1199","CHRA","C",2,5,1
"1200","CHRA","C",2,6,0
"1201","CHRA","C",3,1,0
"1202","CHRA","C",3,2,0
"1203","CHRA","C",3,3,1
"1204","CHRA","C",3,4,0
"1205","CHRA","C",3,5,0
"1206","CHRA","C",3,6,0
"1207","CHRA","C",4,1,0
"1208","CHRA","C",4,2,0
"1209","CHRA","C",4,3,0
"1210","CHRA","C",4,4,0
"1211","CHRA","C",4,5,0
"1212","CHRA","C",4,6,1
"1213","CHRA","C",5,1,0
"1214","CHRA","C",5,2,0
"1215","CHRA","C",5,3,0
"1216","CHRA","C",5,4,0
"1217","CHRA","C",5,5,1
"1218","CHRA","C",5,6,0
"1219","CHRA","C",6,1,0
"1220","CHRA","C",6,2,0
"1221","CHRA","C",6,3,0
"1222","CHRA","C",6,4,0
"1223","CHRA","C",6,5,1
"1224","CHRA","C",6,6,0
"1225","CHRA","C",7,1,0
"1226","CHRA","C",7,2,1
"1227","CHRA","C",7,3,0
"1228","CHRA","C",7,4,0
"1229","CHRA","C",7,5,0
"1230","CHRA","C",7,6,0
"1231","CHRA","C",8,1,0
"1232","CHRA","C",8,2,1
"1233","CHRA","C",8,3,0
"1234","CHRA","C",8,4,0
"1235","CHRA","C",8,5,0
"1236","CHRA","C",8,6,0
"1237","CHRA","C",9,1,0
"1238","CHRA","C",9,2,0
"1239","CHRA","C",9,3,1
"1240","CHRA","C",9,4,0
"1241","CHRA","C",9,5,0
"1242","CHRA","C",9,6,0
"1243","FYYT","P",1,1,1
"1244","FYYT","P",1,2,1
"1245","FYYT","P",1,3,0
"1246","FYYT","P",1,4,1
"1247","FYYT","P",1,5,1
"1248","FYYT","P",1,6,0
"1249","FYYT","P",2,1,0
"1250","FYYT","P",2,2,0
"1251","FYYT","P",2,3,1
"1252","FYYT","P",2,4,0
"1253","FYYT","P",2,5,0
"1254","FYYT","P",2,6,0
"1255","FYYT","P",3,1,0
"1256","FYYT","P",3,2,0
"1257","FYYT","P",3,3,0
"1258","FYYT","P",3,4,0
"1259","FYYT","P",3,5,0
"1260","FYYT","P",3,6,1
"1261","FYYT","P",4,1,0
"1262","FYYT","P",4,2,0
"1263","FYYT","P",4,3,0
"1264","FYYT","P",4,4,0
"1265","FYYT","P",4,5,0
"1266","FYYT","P",4,6,1
"1267","FYYT","P",5,1,0
"1268","FYYT","P",5,2,0
"1269","FYYT","P",5,3,0
"1270","FYYT","P",5,4,1
"1271","FYYT","P",5,5,0
"1272","FYYT","P",5,6,0
"1273","FYYT","P",6,1,1
"1274","FYYT","P",6,2,0
"1275","FYYT","P",6,3,0
"1276","FYYT","P",6,4,0
"1277","FYYT","P",6,5,0
"1278","FYYT","P",6,6,0
"1279","FYYT","P",7,1,0
"1280","FYYT","P",7,2,1
"1281","FYYT","P",7,3,0
"1282","FYYT","P",7,4,0
"1283","FYYT","P",7,5,0
"1284","FYYT","P",7,6,0
"1285","FYYT","P",8,1,0
"1286","FYYT","P",8,2,0
"1287","FYYT","P",8,3,0
"1288","FYYT","P",8,4,1
"1289","FYYT","P",8,5,0
"1290","FYYT","P",8,6,0
"1291","FYYT","P",9,1,0
"1292","FYYT","P",9,2,1
"1293","FYYT","P",9,3,0
"1294","FYYT","P",9,4,0
"1295","FYYT","P",9,5,0
"1296","FYYT","P",9,6,0
"1297","INTQ","C",1,1,0
"1298","INTQ","C",1,2,0
"1299","INTQ","C",1,3,1
"1300","INTQ","C",1,4,1
"1301","INTQ","C",1,5,1
"1302","INTQ","C",1,6,0
"1303","INTQ","C",2,1,1
"1304","INTQ","C",2,2,1
"1305","INTQ","C",2,3,0
"1306","INTQ","C",2,4,0
"1307","INTQ","C",2,5,0
"1308","INTQ","C",2,6,0
"1309","INTQ","C",3,1,0
"1310","INTQ","C",3,2,0
"1311","INTQ","C",3,3,0
"1312","INTQ","C",3,4,0
"1313","INTQ","C",3,5,1
"1314","INTQ","C",3,6,0
"1315","INTQ","C",4,1,1
"1316","INTQ","C",4,2,0
"1317","INTQ","C",4,3,0
"1318","INTQ","C",4,4,0
"1319","INTQ","C",4,5,0
"1320","INTQ","C",4,6,0
"1321","INTQ","C",5,1,0
"1322","INTQ","C",5,2,1
"1323","INTQ","C",5,3,0
"1324","INTQ","C",5,4,0
"1325","INTQ","C",5,5,0
"1326","INTQ","C",5,6,0
"1327","INTQ","C",6,1,0
"1328","INTQ","C",6,2,0
"1329","INTQ","C",6,3,0
"1330","INTQ","C",6,4,0
"1331","INTQ","C",6,5,0
"1332","INTQ","C",6,6,1
"1333","INTQ","C",7,1,0
"1334","INTQ","C",7,2,0
"1335","INTQ","C",7,3,0
"1336","INTQ","C",7,4,0
"1337","INTQ","C",7,5,1
"1338","INTQ","C",7,6,0
"1339","INTQ","C",8,1,0
"1340","INTQ","C",8,2,1
"1341","INTQ","C",8,3,0
"1342","INTQ","C",8,4,0
"1343","INTQ","C",8,5,0
"1344","INTQ","C",8,6,0
"1345","INTQ","C",9,1,0
"1346","INTQ","C",9,2,0
"1347","INTQ","C",9,3,0
"1348","INTQ","C",9,4,1
"1349","INTQ","C",9,5,0
"1350","INTQ","C",9,6,0
"1351","QFFK","P",1,1,0
"1352","QFFK","P",1,2,0
"1353","QFFK","P",1,3,0
"1354","QFFK","P",1,4,0
"1355","QFFK","P",1,5,1
"1356","QFFK","P",1,6,0
"1357","QFFK","P",2,1,1
"1358","QFFK","P",2,2,1
"1359","QFFK","P",2,3,1
"1360","QFFK","P",2,4,1
"1361","QFFK","P",2,5,0
"1362","QFFK","P",2,6,0
"1363","QFFK","P",3,1,0
"1364","QFFK","P",3,2,0
"1365","QFFK","P",3,3,0
"1366","QFFK","P",3,4,0
"1367","QFFK","P",3,5,0
"1368","QFFK","P",3,6,1
"1369","QFFK","P",4,1,0
"1370","QFFK","P",4,2,1
"1371","QFFK","P",4,3,0
"1372","QFFK","P",4,4,0
"1373","QFFK","P",4,5,0
"1374","QFFK","P",4,6,0
"1375","QFFK","P",5,1,0
"1376","QFFK","P",5,2,0
"1377","QFFK","P",5,3,0
"1378","QFFK","P",5,4,0
"1379","QFFK","P",5,5,1
"1380","QFFK","P",5,6,0
"1381","QFFK","P",6,1,1
"1382","QFFK","P",6,2,0
"1383","QFFK","P",6,3,0
"1384","QFFK","P",6,4,0
"1385","QFFK","P",6,5,0
"1386","QFFK","P",6,6,0
"1387","QFFK","P",7,1,0
"1388","QFFK","P",7,2,0
"1389","QFFK","P",7,3,0
"1390","QFFK","P",7,4,0
"1391","QFFK","P",7,5,1
"1392","QFFK","P",7,6,0
"1393","QFFK","P",8,1,0
"1394","QFFK","P",8,2,0
"1395","QFFK","P",8,3,0
"1396","QFFK","P",8,4,1
"1397","QFFK","P",8,5,0
"1398","QFFK","P",8,6,0
"1399","QFFK","P",9,1,0
"1400","QFFK","P",9,2,0
"1401","QFFK","P",9,3,0
"1402","QFFK","P",9,4,1
"1403","QFFK","P",9,5,0
"1404","QFFK","P",9,6,0
"1405","YZTT","C",1,1,0
"1406","YZTT","C",1,2,0
"1407","YZTT","C",1,3,0
"1408","YZTT","C",1,4,0
"1409","YZTT","C",1,5,0
"1410","YZTT","C",1,6,1
"1411","YZTT","C",2,1,1
"1412","YZTT","C",2,2,1
"1413","YZTT","C",2,3,1
"1414","YZTT","C",2,4,1
"1415","YZTT","C",2,5,1
"1416","YZTT","C",2,6,0
"1417","YZTT","C",3,1,1
"1418","YZTT","C",3,2,0
"1419","YZTT","C",3,3,0
"1420","YZTT","C",3,4,0
"1421","YZTT","C",3,5,0
"1422","YZTT","C",3,6,0
"1423","YZTT","C",4,1,0
"1424","YZTT","C",4,2,0
"1425","YZTT","C",4,3,1
"1426","YZTT","C",4,4,0
"1427","YZTT","C",4,5,0
"1428","YZTT","C",4,6,0
"1429","YZTT","C",5,1,0
"1430","YZTT","C",5,2,0
"1431","YZTT","C",5,3,0
"1432","YZTT","C",5,4,0
"1433","YZTT","C",5,5,0
"1434","YZTT","C",5,6,1
"1435","YZTT","C",6,1,0
"1436","YZTT","C",6,2,0
"1437","YZTT","C",6,3,0
"1438","YZTT","C",6,4,1
"1439","YZTT","C",6,5,0
"1440","YZTT","C",6,6,0
"1441","YZTT","C",7,1,0
"1442","YZTT","C",7,2,0
"1443","YZTT","C",7,3,0
"1444","YZTT","C",7,4,0
"1445","YZTT","C",7,5,1
"1446","YZTT","C",7,6,0
"1447","YZTT","C",8,1,0
"1448","YZTT","C",8,2,0
"1449","YZTT","C",8,3,0
"1450","YZTT","C",8,4,0
"1451","YZTT","C",8,5,0
"1452","YZTT","C",8,6,1
"1453","YZTT","C",9,1,0
"1454","YZTT","C",9,2,1
"1455","YZTT","C",9,3,0
"1456","YZTT","C",9,4,0
"1457","YZTT","C",9,5,0
"1458","YZTT","C",9,6,0
"1459","NAPV","P",1,1,1
"1460","NAPV","P",1,2,1
"1461","NAPV","P",1,3,1
"1462","NAPV","P",1,4,1
"1463","NAPV","P",1,5,0
"1464","NAPV","P",1,6,0
"1465","NAPV","P",2,1,0
"1466","NAPV","P",2,2,0
"1467","NAPV","P",2,3,0
"1468","NAPV","P",2,4,0
"1469","NAPV","P",2,5,1
"1470","NAPV","P",2,6,0
"1471","NAPV","P",3,1,0
"1472","NAPV","P",3,2,0
"1473","NAPV","P",3,3,0
"1474","NAPV","P",3,4,0
"1475","NAPV","P",3,5,0
"1476","NAPV","P",3,6,1
"1477","NAPV","P",4,1,0
"1478","NAPV","P",4,2,0
"1479","NAPV","P",4,3,1
"1480","NAPV","P",4,4,0
"1481","NAPV","P",4,5,0
"1482","NAPV","P",4,6,0
"1483","NAPV","P",5,1,0
"1484","NAPV","P",5,2,0
"1485","NAPV","P",5,3,0
"1486","NAPV","P",5,4,0
"1487","NAPV","P",5,5,0
"1488","NAPV","P",5,6,1
"1489","NAPV","P",6,1,1
"1490","NAPV","P",6,2,0
"1491","NAPV","P",6,3,0
"1492","NAPV","P",6,4,0
"1493","NAPV","P",6,5,0
"1494","NAPV","P",6,6,0
"1495","NAPV","P",7,1,0
"1496","NAPV","P",7,2,0
"1497","NAPV","P",7,3,0
"1498","NAPV","P",7,4,0
"1499","NAPV","P",7,5,0
"1500","NAPV","P",7,6,1
"1501","NAPV","P",8,1,0
"1502","NAPV","P",8,2,0
"1503","NAPV","P",8,3,0
"1504","NAPV","P",8,4,0
"1505","NAPV","P",8,5,1
"1506","NAPV","P",8,6,0
"1507","NAPV","P",9,1,0
"1508","NAPV","P",9,2,0
"1509","NAPV","P",9,3,1
"1510","NAPV","P",9,4,0
"1511","NAPV","P",9,5,0
"1512","NAPV","P",9,6,0
"1513","TLNN","C",1,1,1
"1514","TLNN","C",1,2,1
"1515","TLNN","C",1,3,0
"1516","TLNN","C",1,4,0
"1517","TLNN","C",1,5,1
"1518","TLNN","C",1,6,0
"1519","TLNN","C",2,1,0
"1520","TLNN","C",2,2,0
"1521","TLNN","C",2,3,1
"1522","TLNN","C",2,4,1
"1523","TLNN","C",2,5,0
"1524","TLNN","C",2,6,0
"1525","TLNN","C",3,1,0
"1526","TLNN","C",3,2,0
"1527","TLNN","C",3,3,0
"1528","TLNN","C",3,4,0
"1529","TLNN","C",3,5,0
"1530","TLNN","C",3,6,1
"1531","TLNN","C",4,1,1
"1532","TLNN","C",4,2,0
"1533","TLNN","C",4,3,0
"1534","TLNN","C",4,4,0
"1535","TLNN","C",4,5,0
"1536","TLNN","C",4,6,0
"1537","TLNN","C",5,1,0
"1538","TLNN","C",5,2,0
"1539","TLNN","C",5,3,0
"1540","TLNN","C",5,4,0
"1541","TLNN","C",5,5,0
"1542","TLNN","C",5,6,1
"1543","TLNN","C",6,1,0
"1544","TLNN","C",6,2,0
"1545","TLNN","C",6,3,0
"1546","TLNN","C",6,4,1
"1547","TLNN","C",6,5,0
"1548","TLNN","C",6,6,0
"1549","TLNN","C",7,1,1
"1550","TLNN","C",7,2,0
"1551","TLNN","C",7,3,0
"1552","TLNN","C",7,4,0
"1553","TLNN","C",7,5,0
"1554","TLNN","C",7,6,0
"1555","TLNN","C",8,1,0
"1556","TLNN","C",8,2,1
"1557","TLNN","C",8,3,0
"1558","TLNN","C",8,4,0
"1559","TLNN","C",8,5,0
"1560","TLNN","C",8,6,0
"1561","TLNN","C",9,1,0
"1562","TLNN","C",9,2,0
"1563","TLNN","C",9,3,0
"1564","TLNN","C",9,4,0
"1565","TLNN","C",9,5,0
"1566","TLNN","C",9,6,1
"1567","AJPV","P",1,1,1
"1568","AJPV","P",1,2,1
"1569","AJPV","P",1,3,0
"1570","AJPV","P",1,4,1
"1571","AJPV","P",1,5,1
"1572","AJPV","P",1,6,0
"1573","AJPV","P",2,1,0
"1574","AJPV","P",2,2,0
"1575","AJPV","P",2,3,1
"1576","AJPV","P",2,4,0
"1577","AJPV","P",2,5,0
"1578","AJPV","P",2,6,0
"1579","AJPV","P",3,1,0
"1580","AJPV","P",3,2,0
"1581","AJPV","P",3,3,0
"1582","AJPV","P",3,4,0
"1583","AJPV","P",3,5,0
"1584","AJPV","P",3,6,1
"1585","AJPV","P",4,1,0
"1586","AJPV","P",4,2,1
"1587","AJPV","P",4,3,0
"1588","AJPV","P",4,4,0
"1589","AJPV","P",4,5,0
"1590","AJPV","P",4,6,0
"1591","AJPV","P",5,1,1
"1592","AJPV","P",5,2,0
"1593","AJPV","P",5,3,0
"1594","AJPV","P",5,4,0
"1595","AJPV","P",5,5,0
"1596","AJPV","P",5,6,0
"1597","AJPV","P",6,1,0
"1598","AJPV","P",6,2,0
"1599","AJPV","P",6,3,0
"1600","AJPV","P",6,4,0
"1601","AJPV","P",6,5,1
"1602","AJPV","P",6,6,0
"1603","AJPV","P",7,1,0
"1604","AJPV","P",7,2,1
"1605","AJPV","P",7,3,0
"1606","AJPV","P",7,4,0
"1607","AJPV","P",7,5,0
"1608","AJPV","P",7,6,0
"1609","AJPV","P",8,1,0
"1610","AJPV","P",8,2,0
"1611","AJPV","P",8,3,1
"1612","AJPV","P",8,4,0
"1613","AJPV","P",8,5,0
"1614","AJPV","P",8,6,0
"1615","AJPV","P",9,1,0
"1616","AJPV","P",9,2,0
"1617","AJPV","P",9,3,0
"1618","AJPV","P",9,4,0
"1619","AJPV","P",9,5,1
"1620","AJPV","P",9,6,0
"1621","JKOP","C",1,1,0
"1622","JKOP","C",1,2,1
"1623","JKOP","C",1,3,0
"1624","JKOP","C",1,4,1
"1625","JKOP","C",1,5,1
"1626","JKOP","C",1,6,0
"1627","JKOP","C",2,1,1
"1628","JKOP","C",2,2,0
"1629","JKOP","C",2,3,1
"1630","JKOP","C",2,4,0
"1631","JKOP","C",2,5,0
"1632","JKOP","C",2,6,0
"1633","JKOP","C",3,1,0
"1634","JKOP","C",3,2,0
"1635","JKOP","C",3,3,0
"1636","JKOP","C",3,4,1
"1637","JKOP","C",3,5,0
"1638","JKOP","C",3,6,0
"1639","JKOP","C",4,1,0
"1640","JKOP","C",4,2,0
"1641","JKOP","C",4,3,0
"1642","JKOP","C",4,4,0
"1643","JKOP","C",4,5,1
"1644","JKOP","C",4,6,0
"1645","JKOP","C",5,1,0
"1646","JKOP","C",5,2,0
"1647","JKOP","C",5,3,0
"1648","JKOP","C",5,4,1
"1649","JKOP","C",5,5,0
"1650","JKOP","C",5,6,0
"1651","JKOP","C",6,1,0
"1652","JKOP","C",6,2,0
"1653","JKOP","C",6,3,0
"1654","JKOP","C",6,4,0
"1655","JKOP","C",6,5,0
"1656","JKOP","C",6,6,1
"1657","JKOP","C",7,1,0
"1658","JKOP","C",7,2,1
"1659","JKOP","C",7,3,0
"1660","JKOP","C",7,4,0
"1661","JKOP","C",7,5,0
"1662","JKOP","C",7,6,0
"1663","JKOP","C",8,1,0
"1664","JKOP","C",8,2,0
"1665","JKOP","C",8,3,0
"1666","JKOP","C",8,4,1
"1667","JKOP","C",8,5,0
"1668","JKOP","C",8,6,0
"1669","JKOP","C",9,1,0
"1670","JKOP","C",9,2,0
"1671","JKOP","C",9,3,0
"1672","JKOP","C",9,4,0
"1673","JKOP","C",9,5,0
"1674","JKOP","C",9,6,1
"1675","SKXZ","P",1,1,0
"1676","SKXZ","P",1,2,0
"1677","SKXZ","P",1,3,1
"1678","SKXZ","P",1,4,1
"1679","SKXZ","P",1,5,0
"1680","SKXZ","P",1,6,0
"1681","SKXZ","P",2,1,1
"1682","SKXZ","P",2,2,1
"1683","SKXZ","P",2,3,0
"1684","SKXZ","P",2,4,0
