"","userId","group","item","responseNo","checked"
"843","BOBF","C","age",3,1
"844","BOBF","C","age",4,0
"845","BOBF","C","age",5,0
"846","BOBF","C","age",6,0
"847","BOBF","C","age",7,0
"848","BOBF","C","gender",1,0
"849","BOBF","C","gender",2,0
"850","BOBF","C","gender",3,0
"851","BOBF","C","gender",4,0
"852","BOBF","C","gender",5,1
"853","BOBF","C","gender",6,0
"854","BOBF","C","gender",7,0
"855","OMED","P","age",1,0
"856","OMED","P","age",2,0
"857","OMED","P","age",3,1
"858","OMED","P","age",4,0
"859","OMED","P","age",5,0
"860","OMED","P","age",6,0
"861","OMED","P","age",7,0
"862","OMED","P","gender",1,0
"863","OMED","P","gender",2,0
"864","OMED","P","gender",3,0
"865","OMED","P","gender",4,0
"866","OMED","P","gender",5,0
"867","OMED","P","gender",6,1
"868","OMED","P","gender",7,0
"869","MYIE","C","age",1,0
"870","MYIE","C","age",2,0
"871","MYIE","C","age",3,0
"872","MYIE","C","age",4,1
"873","MYIE","C","age",5,0
"874","MYIE","C","age",6,0
"875","MYIE","C","age",7,0
"876","MYIE","C","gender",1,0
"877","MYIE","C","gender",2,0
"878","MYIE","C","gender",3,0
"879","MYIE","C","gender",4,0
"880","MYIE","C","gender",5,0
"881","MYIE","C","gender",6,1
"882","MYIE","C","gender",7,0
"883","HNAU","P","age",1,0
"884","HNAU","P","age",2,0
"885","HNAU","P","age",3,0
"886","HNAU","P","age",4,1
"887","HNAU","P","age",5,0
"888","HNAU","P","age",6,0
"889","HNAU","P","age",7,0
"890","HNAU","P","gender",1,0
"891","HNAU","P","gender",2,0
"892","HNAU","P","gender",3,0
"893","HNAU","P","gender",4,1
"894","HNAU","P","gender",5,0
"895","HNAU","P","gender",6,0
"896","HNAU","P","gender",7,0
"897","COOQ","C","age",1,1
"898","COOQ","C","age",2,0
"899","COOQ","C","age",3,0
"900","COOQ","C","age",4,0
"901","COOQ","C","age",5,0
"902","COOQ","C","age",6,0
"903","COOQ","C","age",7,0
"904","COOQ","C","gender",1,0
"905","COOQ","C","gender",2,0
"906","COOQ","C","gender",3,1
"907","COOQ","C","gender",4,0
"908","COOQ","C","gender",5,0
"909","COOQ","C","gender",6,0
"910","COOQ","C","gender",7,0
"911","SDIY","P","age",1,0
"912","SDIY","P","age",2,0
"913","SDIY","P","age",3,1
"914","SDIY","P","age",4,0
"915","SDIY","P","age",5,0
"916","SDIY","P","age",6,0
"917","SDIY","P","age",7,0
"918","SDIY","P","gender",1,0
"919","SDIY","P","gender",2,0
"920","SDIY","P","gender",3,0
"921","SDIY","P","gender",4,0
"922","SDIY","P","gender",5,0
"923","SDIY","P","gender",6,1
"924","SDIY","P","gender",7,0
"925","NDWF","C","age",1,0
"926","NDWF","C","age",2,0
"927","NDWF","C","age",3,1
"928","NDWF","C","age",4,0
"929","NDWF","C","age",5,0
"930","NDWF","C","age",6,0
"931","NDWF","C","age",7,0
"932","NDWF","C","gender",1,0
"933","NDWF","C","gender",2,0
"934","NDWF","C","gender",3,0
"935","NDWF","C","gender",4,1
"936","NDWF","C","gender",5,0
"937","NDWF","C","gender",6,0
"938","NDWF","C","gender",7,0
"939","YXDU","P","age",1,0
"940","YXDU","P","age",2,0
"941","YXDU","P","age",3,0
"942","YXDU","P","age",4,0
"943","YXDU","P","age",5,0
"944","YXDU","P","age",6,1
"945","YXDU","P","age",7,0
"946","YXDU","P","gender",1,0
"947","YXDU","P","gender",2,1
"948","YXDU","P","gender",3,0
"949","YXDU","P","gender",4,0
"950","YXDU","P","gender",5,0
"951","YXDU","P","gender",6,0
"952","YXDU","P","gender",7,0
"953","LDXI","C","age",1,0
"954","LDXI","C","age",2,0
"955","LDXI","C","age",3,0
"956","LDXI","C","age",4,0
"957","LDXI","C","age",5,0
"958","LDXI","C","age",6,1
"959","LDXI","C","age",7,0
"960","LDXI","C","gender",1,0
"961","LDXI","C","gender",2,0
"962","LDXI","C","gender",3,0
"963","LDXI","C","gender",4,0
"964","LDXI","C","gender",5,0
"965","LDXI","C","gender",6,0
"966","LDXI","C","gender",7,1
"967","IKMJ","P","age",1,0
"968","IKMJ","P","age",2,0
"969","IKMJ","P","age",3,0
"970","IKMJ","P","age",4,0
"971","IKMJ","P","age",5,1
"972","IKMJ","P","age",6,0
"973","IKMJ","P","age",7,0
"974","IKMJ","P","gender",1,0
"975","IKMJ","P","gender",2,1
"976","IKMJ","P","gender",3,0
"977","IKMJ","P","gender",4,0
"978","IKMJ","P","gender",5,0
"979","IKMJ","P","gender",6,0
"980","IKMJ","P","gender",7,0
"981","MBEZ","C","age",1,0
"982","MBEZ","C","age",2,0
"983","MBEZ","C","age",3,1
"984","MBEZ","C","age",4,0
"985","MBEZ","C","age",5,0
"986","MBEZ","C","age",6,0
"987","MBEZ","C","age",7,0
"988","MBEZ","C","gender",1,0
"989","MBEZ","C","gender",2,0
"990","MBEZ","C","gender",3,0
"991","MBEZ","C","gender",4,0
"992","MBEZ","C","gender",5,0
"993","MBEZ","C","gender",6,1
"994","MBEZ","C","gender",7,0
"995","IEMA","P","age",1,0
"996","IEMA","P","age",2,1
"997","IEMA","P","age",3,0
"998","IEMA","P","age",4,0
"999","IEMA","P","age",5,0
"1000","IEMA","P","age",6,0
"1001","IEMA","P","age",7,0
"1002","IEMA","P","gender",1,0
"1003","IEMA","P","gender",2,1
"1004","IEMA","P","gender",3,0
"1005","IEMA","P","gender",4,0
"1006","IEMA","P","gender",5,0
"1007","IEMA","P","gender",6,0
"1008","IEMA","P","gender",7,0
"1009","IAWT","C","age",1,0
"1010","IAWT","C","age",2,1
"1011","IAWT","C","age",3,0
"1012","IAWT","C","age",4,0
"1013","IAWT","C","age",5,0
"1014","IAWT","C","age",6,0
"1015","IAWT","C","age",7,0
"1016","IAWT","C","gender",1,1
"1017","IAWT","C","gender",2,0
"1018","IAWT","C","gender",3,0
"1019","IAWT","C","gender",4,0
"1020","IAWT","C","gender",5,0
"1021","IAWT","C","gender",6,0
"1022","IAWT","C","gender",7,0
"1023","IKIC","P","age",1,0
"1024","IKIC","P","age",2,0
"1025","IKIC","P","age",3,0
"1026","IKIC","P","age",4,0
"1027","IKIC","P","age",5,0
"1028","IKIC","P","age",6,0
"1029","IKIC","P","age",7,1
"1030","IKIC","P","gender",1,0
"1031","IKIC","P","gender",2,0
"1032","IKIC","P","gender",3,1
"1033","IKIC","P","gender",4,0
"1034","IKIC","P","gender",5,0
"1035","IKIC","P","gender",6,0
"1036","IKIC","P","gender",7,0
"1037","TPDA","C","age",1,0
"1038","TPDA","C","age",2,0
"1039","TPDA","C","age",3,0
"1040","TPDA","C","age",4,0
"1041","TPDA","C","age",5,0
"1042","TPDA","C","age",6,1
"1043","TPDA","C","age",7,0
"1044","TPDA","C","gender",1,1
"1045","TPDA","C","gender",2,0
"1046","TPDA","C","gender",3,0
"1047","TPDA","C","gender",4,0
"1048","TPDA","C","gender",5,0
"1049","TPDA","C","gender",6,0
"1050","TPDA","C","gender",7,0
"1051","MLBI","P","age",1,0
"1052","MLBI","P","age",2,0
"1053","MLBI","P","age",3,1
"1054","MLBI","P","age",4,0
"1055","MLBI","P","age",5,0
"1056","MLBI","P","age",6,0
"1057","MLBI","P","age",7,0
"1058","MLBI","P","gender",1,0
"1059","MLBI","P","gender",2,1
"1060","MLBI","P","gender",3,0
"1061","MLBI","P","gender",4,0
"1062","MLBI","P","gender",5,0
"1063","MLBI","P","gender",6,0
"1064","MLBI","P","gender",7,0
"1065","WYKE","C","age",1,0
"1066","WYKE","C","age",2,1
"1067","WYKE","C","age",3,0
"1068","WYKE","C","age",4,0
"1069","WYKE","C","age",5,0
"1070","WYKE","C","age",6,0
"1071","WYKE","C","age",7,0
"1072","WYKE","C","gender",1,0
"1073","WYKE","C","gender",2,1
"1074","WYKE","C","gender",3,0
"1075","WYKE","C","gender",4,0
"1076","WYKE","C","gender",5,0
"1077","WYKE","C","gender",6,0
"1078","WYKE","C","gender",7,0
"1079","IHCZ","P","age",1,0
"1080","IHCZ","P","age",2,0
"1081","IHCZ","P","age",3,1
"1082","IHCZ","P","age",4,0
"1083","IHCZ","P","age",5,0
"1084","IHCZ","P","age",6,0
"1085","IHCZ","P","age",7,0
"1086","IHCZ","P","gender",1,1
"1087","IHCZ","P","gender",2,0
"1088","IHCZ","P","gender",3,0
"1089","IHCZ","P","gender",4,0
"1090","IHCZ","P","gender",5,0
"1091","IHCZ","P","gender",6,0
"1092","IHCZ","P","gender",7,0
"1093","MCFY","C","age",1,0
"1094","MCFY","C","age",2,0
"1095","MCFY","C","age",3,0
"1096","MCFY","C","age",4,0
"1097","MCFY","C","age",5,0
"1098","MCFY","C","age",6,0
"1099","MCFY","C","age",7,1
"1100","MCFY","C","gender",1,1
"1101","MCFY","C","gender",2,0
"1102","MCFY","C","gender",3,0
"1103","MCFY","C","gender",4,0
"1104","MCFY","C","gender",5,0
"1105","MCFY","C","gender",6,0
"1106","MCFY","C","gender",7,0
"1107","HQXZ","P","age",1,0
"1108","HQXZ","P","age",2,0
"1109","HQXZ","P","age",3,0
"1110","HQXZ","P","age",4,1
"1111","HQXZ","P","age",5,0
"1112","HQXZ","P","age",6,0
"1113","HQXZ","P","age",7,0
"1114","HQXZ","P","gender",1,1
"1115","HQXZ","P","gender",2,0
"1116","HQXZ","P","gender",3,0
"1117","HQXZ","P","gender",4,0
"1118","HQXZ","P","gender",5,0
"1119","HQXZ","P","gender",6,0
"1120","HQXZ","P","gender",7,0
"1121","LKDH","C","age",1,0
"1122","LKDH","C","age",2,1
"1123","LKDH","C","age",3,0
"1124","LKDH","C","age",4,0
"1125","LKDH","C","age",5,0
"1126","LKDH","C","age",6,0
"1127","LKDH","C","age",7,0
"1128","LKDH","C","gender",1,0
"1129","LKDH","C","gender",2,0
"1130","LKDH","C","gender",3,0
"1131","LKDH","C","gender",4,1
"1132","LKDH","C","gender",5,0
"1133","LKDH","C","gender",6,0
"1134","LKDH","C","gender",7,0
"1135","OYJV","P","age",1,0
"1136","OYJV","P","age",2,0
"1137","OYJV","P","age",3,0
"1138","OYJV","P","age",4,0
"1139","OYJV","P","age",5,0
"1140","OYJV","P","age",6,0
"1141","OYJV","P","age",7,1
"1142","OYJV","P","gender",1,0
"1143","OYJV","P","gender",2,0
"1144","OYJV","P","gender",3,1
"1145","OYJV","P","gender",4,0
"1146","OYJV","P","gender",5,0
"1147","OYJV","P","gender",6,0
"1148","OYJV","P","gender",7,0
"1149","STYA","C","age",1,0
"1150","STYA","C","age",2,0
"1151","STYA","C","age",3,0
"1152","STYA","C","age",4,0
"1153","STYA","C","age",5,1
"1154","STYA","C","age",6,0
"1155","STYA","C","age",7,0
"1156","STYA","C","gender",1,0
"1157","STYA","C","gender",2,0
"1158","STYA","C","gender",3,0
"1159","STYA","C","gender",4,1
"1160","STYA","C","gender",5,0
"1161","STYA","C","gender",6,0
"1162","STYA","C","gender",7,0
"1163","EKRM","P","age",1,0
"1164","EKRM","P","age",2,0
"1165","EKRM","P","age",3,0
"1166","EKRM","P","age",4,0
"1167","EKRM","P","age",5,1
"1168","EKRM","P","age",6,0
"1169","EKRM","P","age",7,0
"1170","EKRM","P","gender",1,0
"1171","EKRM","P","gender",2,0
"1172","EKRM","P","gender",3,0
"1173","EKRM","P","gender",4,0
"1174","EKRM","P","gender",5,1
"1175","EKRM","P","gender",6,0
"1176","EKRM","P","gender",7,0
"1177","NIVH","C","age",1,0
"1178","NIVH","C","age",2,0
"1179","NIVH","C","age",3,0
"1180","NIVH","C","age",4,1
"1181","NIVH","C","age",5,0
"1182","NIVH","C","age",6,0
"1183","NIVH","C","age",7,0
"1184","NIVH","C","gender",1,0
"1185","NIVH","C","gender",2,0
"1186","NIVH","C","gender",3,0
"1187","NIVH","C","gender",4,0
"1188","NIVH","C","gender",5,1
"1189","NIVH","C","gender",6,0
"1190","NIVH","C","gender",7,0
"1191","KCUJ","P","age",1,0
"1192","KCUJ","P","age",2,0
"1193","KCUJ","P","age",3,0
"1194","KCUJ","P","age",4,0
"1195","KCUJ","P","age",5,0
"1196","KCUJ","P","age",6,1
"1197","KCUJ","P","age",7,0
"1198","KCUJ","P","gender",1,0
"1199","KCUJ","P","gender",2,1
"1200","KCUJ","P","gender",3,0
"1201","KCUJ","P","gender",4,0
"1202","KCUJ","P","gender",5,0
"1203","KCUJ","P","gender",6,0
"1204","KCUJ","P","gender",7,0
"1205","BBYJ","C","age",1,0
"1206","BBYJ","C","age",2,0
"1207","BBYJ","C","age",3,0
"1208","BBYJ","C","age",4,0
"1209","BBYJ","C","age",5,1
"1210","BBYJ","C","age",6,0
"1211","BBYJ","C","age",7,0
"1212","BBYJ","C","gender",1,0
"1213","BBYJ","C","gender",2,0
"1214","BBYJ","C","gender",3,0
"1215","BBYJ","C","gender",4,1
"1216","BBYJ","C","gender",5,0
"1217","BBYJ","C","gender",6,0
"1218","BBYJ","C","gender",7,0
"1219","UXLO","P","age",1,0
"1220","UXLO","P","age",2,1
"1221","UXLO","P","age",3,0
"1222","UXLO","P","age",4,0
"1223","UXLO","P","age",5,0
"1224","UXLO","P","age",6,0
"1225","UXLO","P","age",7,0
"1226","UXLO","P","gender",1,1
"1227","UXLO","P","gender",2,0
"1228","UXLO","P","gender",3,0
"1229","UXLO","P","gender",4,0
"1230","UXLO","P","gender",5,0
"1231","UXLO","P","gender",6,0
"1232","UXLO","P","gender",7,0
"1233","BETM","C","age",1,0
"1234","BETM","C","age",2,0
"1235","BETM","C","age",3,1
"1236","BETM","C","age",4,0
"1237","BETM","C","age",5,0
"1238","BETM","C","age",6,0
"1239","BETM","C","age",7,0
"1240","BETM","C","gender",1,0
"1241","BETM","C","gender",2,0
"1242","BETM","C","gender",3,1
"1243","BETM","C","gender",4,0
"1244","BETM","C","gender",5,0
"1245","BETM","C","gender",6,0
"1246","BETM","C","gender",7,0
"1247","RYMM","P","age",1,0
"1248","RYMM","P","age",2,0
"1249","RYMM","P","age",3,0
"1250","RYMM","P","age",4,0
"1251","RYMM","P","age",5,1
"1252","RYMM","P","age",6,0
"1253","RYMM","P","age",7,0
"1254","RYMM","P","gender",1,1
"1255","RYMM","P","gender",2,0
"1256","RYMM","P","gender",3,0
"1257","RYMM","P","gender",4,0
"1258","RYMM","P","gender",5,0
"1259","RYMM","P","gender",6,0
"1260","RYMM","P","gender",7,0
"1261","OQHZ","C","age",1,0
"1262","OQHZ","C","age",2,0
"1263","OQHZ","C","age",3,0
"1264","OQHZ","C","age",4,0
"1265","OQHZ","C","age",5,0
"1266","OQHZ","C","age",6,0
"1267","OQHZ","C","age",7,1
"1268","OQHZ","C","gender",1,0
"1269","OQHZ","C","gender",2,0
"1270","OQHZ","C","gender",3,0
"1271","OQHZ","C","gender",4,0
"1272","OQHZ","C","gender",5,0
"1273","OQHZ","C","gender",6,0
"1274","OQHZ","C","gender",7,1
"1275","QPQY","P","age",1,0
"1276","QPQY","P","age",2,0
"1277","QPQY","P","age",3,0
"1278","QPQY","P","age",4,0
"1279","QPQY","P","age",5,0
"1280","QPQY","P","age",6,1
"1281","QPQY","P","age",7,0
"1282","QPQY","P","gender",1,0
"1283","QPQY","P","gender",2,0
"1284","QPQY","P","gender",3,1
"1285","QPQY","P","gender",4,0
"1286","QPQY","P","gender",5,0
"1287","QPQY","P","gender",6,0
"1288","QPQY","P","gender",7,0
"1289","KHCI","C","age",1,0
"1290","KHCI","C","age",2,1
"1291","KHCI","C","age",3,0
"1292","KHCI","C","age",4,0
"1293","KHCI","C","age",5,0
"1294","KHCI","C","age",6,0
"1295","KHCI","C","age",7,0
"1296","KHCI","C","gender",1,0
"1297","KHCI","C","gender",2,0
"1298","KHCI","C","gender",3,0
"1299","KHCI","C","gender",4,0
"1300","KHCI","C","gender",5,0
"1301","KHCI","C","gender",6,1
"1302","KHCI","C","gender",7,0
"1303","TCSZ","P","age",1,0
"1304","TCSZ","P","age",2,0
"1305","TCSZ","P","age",3,0
"1306","TCSZ","P","age",4,1
"1307","TCSZ","P","age",5,0
"1308","TCSZ","P","age",6,0
"1309","TCSZ","P","age",7,0
"1310","TCSZ","P","gender",1,0
"1311","TCSZ","P","gender",2,1
"1312","TCSZ","P","gender",3,0
"1313","TCSZ","P","gender",4,0
"1314","TCSZ","P","gender",5,0
"1315","TCSZ","P","gender",6,0
"1316","TCSZ","P","gender",7,0
"1317","FCBV","C","age",1,0
"1318","FCBV","C","age",2,0
"1319","FCBV","C","age",3,0
"1320","FCBV","C","age",4,0
"1321","FCBV","C","age",5,1
"1322","FCBV","C","age",6,0
"1323","FCBV","C","age",7,0
"1324","FCBV","C","gender",1,1
"1325","FCBV","C","gender",2,0
"1326","FCBV","C","gender",3,0
"1327","FCBV","C","gender",4,0
"1328","FCBV","C","gender",5,0
"1329","FCBV","C","gender",6,0
"1330","FCBV","C","gender",7,0
"1331","PMJH","P","age",1,0
"1332","PMJH","P","age",2,0
"1333","PMJH","P","age",3,0
"1334","PMJH","P","age",4,0
"1335","PMJH","P","age",5,0
"1336","PMJH","P","age",6,0
"1337","PMJH","P","age",7,1
"1338","PMJH","P","gender",1,0
"1339","PMJH","P","gender",2,0
"1340","PMJH","P","gender",3,0
"1341","PMJH","P","gender",4,0
"1342","PMJH","P","gender",5,1
"1343","PMJH","P","gender",6,0
"1344","PMJH","P","gender",7,0
"1345","PVCZ","C","age",1,1
"1346","PVCZ","C","age",2,0
"1347","PVCZ","C","age",3,0
"1348","PVCZ","C","age",4,0
"1349","PVCZ","C","age",5,0
"1350","PVCZ","C","age",6,0
"1351","PVCZ","C","age",7,0
"1352","PVCZ","C","gender",1,0
"1353","PVCZ","C","gender",2,0
"1354","PVCZ","C","gender",3,0
"1355","PVCZ","C","gender",4,0
"1356","PVCZ","C","gender",5,0
"1357","PVCZ","C","gender",6,1
"1358","PVCZ","C","gender",7,0
"1359","ECWN","P","age",1,1
"1360","ECWN","P","age",2,0
"1361","ECWN","P","age",3,0
"1362","ECWN","P","age",4,0
"1363","ECWN","P","age",5,0
"1364","ECWN","P","age",6,0
"1365","ECWN","P","age",7,0
"1366","ECWN","P","gender",1,0
"1367","ECWN","P","gender",2,0
"1368","ECWN","P","gender",3,0
"1369","ECWN","P","gender",4,0
"1370","ECWN","P","gender",5,0
"1371","ECWN","P","gender",6,0
"1372","ECWN","P","gender",7,1
"1373","RFSM","C","age",1,0
"1374","RFSM","C","age",2,0
"1375","RFSM","C","age",3,0
"1376","RFSM","C","age",4,0
"1377","RFSM","C","age",5,1
"1378","RFSM","C","age",6,0
"1379","RFSM","C","age",7,0
"1380","RFSM","C","gender",1,0
"1381","RFSM","C","gender",2,0
"1382","RFSM","C","gender",3,0
"1383","RFSM","C","gender",4,1
"1384","RFSM","C","gender",5,0
"1385","RFSM","C","gender",6,0
"1386","RFSM","C","gender",7,0
"1387","ZXOB","P","age",1,0
"1388","ZXOB","P","age",2,0
"1389","ZXOB","P","age",3,0
"1390","ZXOB","P","age",4,0
"1391","ZXOB","P","age",5,1
"1392","ZXOB","P","age",6,0
"1393","ZXOB","P","age",7,0
"1394","ZXOB","P","gender",1,0
"1395","ZXOB","P","gender",2,0
"1396","ZXOB","P","gender",3,1
"1397","ZXOB","P","gender",4,0
"1398","ZXOB","P","gender",5,0
"1399","ZXOB","P","gender",6,0
"1400","ZXOB","P","gender",7,0
